api_routes,architectural_layer,archive,artifacts,assigned_worker,binary,commands,config_keys,content_sha256,content_source,error_ids,evidence_commands,evidence_snapshot,file_category,file_size_bytes,finding_ids,generated,git_blob_hash,git_mode,incoming_dependencies,invoked_tools,is_tracked,language_or_type,line_count_method,outgoing_dependencies,owner_domain,path,prior_audit_coverage,process_boundaries,project_index_hash_matches,project_index_present,project_index_reconciliation,relevant_tests,responsibility_summary,review_depth,review_status,reviewed_symbols_or_sections,reviewer,reviewer_notes,risk_tier,runtime,schema_version,second_review_status,source_lines,state_files,total_lines,vendor,verification_obligations,verified_obligations
[],secondary-evidence,False,[],worker-12-docs-generated-other,False,[],[],e632a1d9fb469f9061ab3a34448a3c7eb443a43bf097af2346d61ec1567a49e6,worktree,[],"[""git ls-files -z"",""docs/generated/PROJECT_INDEX.jsonl""]",False,active documentation,1181,[],False,6496b9a56ee7dbc2ecd4ec14da80f17037356451,100644,[],[],True,md,physical and nonblank text lines from worktree bytes,[],repository,.claude/CLAUDE.md,not_reconciled,[],False,False,not_reconciled,[],Inventory classification pending semantic review.,inventory_only,pending,[],,,low,False,2,not_required,19,[],24,False,"[""semantic_line_review""]",[]
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],366086f9c93d7edaaa8af9ad2193d99037c85d94f525fed252ab3f9c8be92ad8,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,150158,"[""AUDIT-FIND-W13-002""]",False,f9b75987ab189221c434713b54f27431cc72e8d4,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f6bce-2b82-72e2-bebe-6c0008c246ab/fb683132-dbd0-4091-a9f2-1179758a145c/1-Photo-1.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 150158 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 366086f9c93d7edaaa8af9ad2193d99037c85d94f525fed252ab3f9c8be92ad8, Git blob f9b75987ab189221c434713b54f27431cc72e8d4. Visual content: Legacy Select mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],4345a8b41bbfa7cba6d8c9dc4d2a9f57e2529b34832b6b311f923ea3e5798232,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,153869,"[""AUDIT-FIND-W13-002""]",False,a77bf17e951d1b74d3a10006d2bd7d65422e4c5d,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f6bce-2b82-72e2-bebe-6c0008c246ab/fb683132-dbd0-4091-a9f2-1179758a145c/2-Photo-2.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 153869 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 4345a8b41bbfa7cba6d8c9dc4d2a9f57e2529b34832b6b311f923ea3e5798232, Git blob a77bf17e951d1b74d3a10006d2bd7d65422e4c5d. Visual content: Legacy Select mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],7e3bbda64dce5b249e10d3563808d0d3c07024e1540c78195893dbb05319b597,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,151602,"[""AUDIT-FIND-W13-002""]",False,fbc90540ba6e392413a819ccc6d0af98b5b920d2,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f6bce-2b82-72e2-bebe-6c0008c246ab/fb683132-dbd0-4091-a9f2-1179758a145c/3-Photo-3.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 151602 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 7e3bbda64dce5b249e10d3563808d0d3c07024e1540c78195893dbb05319b597, Git blob fbc90540ba6e392413a819ccc6d0af98b5b920d2. Visual content: Legacy Select mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],9f75554c9399db56623d44cf93feffb1ee7591c861bf11fb4d55f69ec05f910c,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,172618,"[""AUDIT-FIND-W13-002""]",False,c9a3b75e7b68261d41024b50509f4e0fc9e4b7ef,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f6bce-2b82-72e2-bebe-6c0008c246ab/fb683132-dbd0-4091-a9f2-1179758a145c/4-Photo-4.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 172618 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 9f75554c9399db56623d44cf93feffb1ee7591c861bf11fb4d55f69ec05f910c, Git blob c9a3b75e7b68261d41024b50509f4e0fc9e4b7ef. Visual content: Legacy Select mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],b8f03cafdbf7455352b97e5259156789aa51fe89ae1c2653eb0e059d78a3dec7,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,184659,"[""AUDIT-FIND-W13-002""]",False,f8118e1cd29c880c70db79d25df8ffa7201d26f8,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f759d-1425-7eb1-865d-6a6757a0bc37/5dc0ebf3-fc05-4191-9e10-6dbedb556a2a/1-Photo-1.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 184659 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 b8f03cafdbf7455352b97e5259156789aa51fe89ae1c2653eb0e059d78a3dec7, Git blob f8118e1cd29c880c70db79d25df8ffa7201d26f8. Visual content: Veteran Roster mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],a7ca556c872f3b8c676a96ccea928855a0156d0e75fe9eff5a9816d3ee4c7c48,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,167212,"[""AUDIT-FIND-W13-002""]",False,db9fa62cd8aa086f28da0239ca13036ca5358eaa,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f759d-1425-7eb1-865d-6a6757a0bc37/5dc0ebf3-fc05-4191-9e10-6dbedb556a2a/2-Photo-2.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 167212 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 a7ca556c872f3b8c676a96ccea928855a0156d0e75fe9eff5a9816d3ee4c7c48, Git blob db9fa62cd8aa086f28da0239ca13036ca5358eaa. Visual content: Veteran Roster mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],9fdd47547424f956ff23a3f455217419614c54adc54a3e427108b1b137682ff6,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,188439,"[""AUDIT-FIND-W13-002""]",False,78cb3068fddd3e14e1b5b185307421a8b77b9eff,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f759d-1425-7eb1-865d-6a6757a0bc37/92872334-4383-44e0-b8d0-210621ddb94a/1-Photo-1.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 188439 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 9fdd47547424f956ff23a3f455217419614c54adc54a3e427108b1b137682ff6, Git blob 78cb3068fddd3e14e1b5b185307421a8b77b9eff. Visual content: Trainee Umamusume mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],c562206485565506a5208717a3da2e33d55fd84ad2f530fd5176e9e81c8bc564,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,154141,"[""AUDIT-FIND-W13-002""]",False,556c93b84fbfbf2f275b9574c94bf990c0a1e1a6,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f759d-1425-7eb1-865d-6a6757a0bc37/f6b71176-1ddb-4d82-b959-91590a78f154/1-Photo-1.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 154141 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 c562206485565506a5208717a3da2e33d55fd84ad2f530fd5176e9e81c8bc564, Git blob 556c93b84fbfbf2f275b9574c94bf990c0a1e1a6. Visual content: Support Card List mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
[],secondary-evidence,False,"[""tracked Git binary"",""default portable-release payload""]",worker-13-runtime-vendor-binary,True,[],[],9d41d9e06c70c5b7eb058b9d35bdcd673c8e1630d4dcf58d9bd203d3f6187b8e,worktree,"[""AUDIT-ERR-W13-003"",""AUDIT-ERR-W13-005"",""AUDIT-ERR-W13-006"",""AUDIT-ERR-W13-010"",""AUDIT-ERR-W13-011"",""AUDIT-ERR-W13-012""]","[""Get-FileHash -Algorithm SHA256; Get-Item Length; git ls-files --stage; git log --diff-filter=A --follow"",""Primary-runtime Pillow format/mode/dimensions/frame/EXIF/ICC inspection"",""Individual view_image visual inspection (ICO decoded through Pillow where necessary)"",""Get-MediaPipelineReleaseExclusionReason and Test-MediaPipelineReleaseContentScanEligible"",""Bounded rg exact-path/filename consumer search and git check-attr""]",False,binary/media/font/image/archive,166084,"[""AUDIT-FIND-W13-002""]",False,bfda2e5e8b55c3afd0cb9fbe63b55dcc1b6f465c,100644,[],[],True,jpg,not applicable to binary content from worktree,[],repository,.codex-remote-attachments/019f759d-1425-7eb1-865d-6a6757a0bc37/f6b71176-1ddb-4d82-b959-91590a78f154/2-Photo-2.jpg,"No prior terminal W13 review was inherited; current bytes, visual/structural content, provenance, references, duplication, and packaging were independently inventoried at the recorded SHA-256.",[],False,False,not_indexed_with_rationale,"[""tests covering release exclusions do not cover .codex-remote-attachments""]",Stores an ephemeral remote attachment screenshot; it has no identified MediaPipeline runtime or documentation responsibility.,binary_metadata_visual_packaging_provenance_review,binary_inventoried,"[""whole-file JPEG metadata and exact hash"",""full 597x1280 visual frame"",""Git provenance and bounded consumer search"",""portable-package inclusion, content-scan eligibility, license/privacy, and duplicate checks""]",/root/validation_spine/ledger_adversarial,"Binary inventory; no source-line review claim. Git mode 100644, 166084 bytes, JPEG 597x1280 RGB, one frame, no EXIF, 456-byte ICC; SHA-256 9d41d9e06c70c5b7eb058b9d35bdcd673c8e1630d4dcf58d9bd203d3f6187b8e, Git blob bfda2e5e8b55c3afd0cb9fbe63b55dcc1b6f465c. Visual content: Support Card List mobile-game screen; third-party Uma Musume UI/game-account state with no visible personal identity. Purpose/owner: transient remote attachment with no durable product owner or active consumer. Provenance: added in commit 039658158d8439a868eff3c8c37e314845e9e22a on 2026-07-20. Packaging: default policy includes it, skips binary content scanning, and build manifest hashing supplies integrity only. Licensing/security: no repository redistribution provenance; unrelated account-state imagery. Duplication: byte-unique among the 15 assigned assets. PROJECT_INDEX has no row; rationale is binary attachment outside code index.",low,False,2,not_required,,[],,False,"[""binary_metadata_and_packaging""]","[""binary_metadata_and_packaging""]"
